Instancia,Percentil,Threshold,Distancia greedy,Distancia LP,Mejora relativa,Numero de asignaciones no factibles,Tiempo LP
input/small_0.csv,90,9.21,36.9,29.299999999999997,25.938566552901033,0,0.001447916030883789
input/small_1.csv,90,12.8,42.4,32.400000000000006,30.864197530864168,0,0.0017552375793457031
input/small_2.csv,90,15.120000000000001,65.60000000000001,56.90000000000001,15.289982425307546,0,0.002644062042236328
input/small_3.csv,90,9.5,29.500000000000004,23.7,24.472573839662466,0,0.001569986343383789
input/small_4.csv,90,9.450000000000005,33.9,30.800000000000004,10.064935064935044,0,0.0023190975189208984
input/small_5.csv,90,15.110000000000001,63.599999999999994,54.39999999999999,16.91176470588236,0,0.001535177230834961
input/small_6.csv,90,14.500000000000018,44.9,41.0,9.512195121951216,0,0.0012760162353515625
input/small_7.csv,90,11.920000000000002,56.3,46.89999999999999,20.042643923240956,0,0.0016460418701171875
input/small_8.csv,90,12.410000000000002,38.1,35.50000000000001,7.323943661971813,0,0.001561880111694336
input/small_9.csv,90,13.940000000000003,58.099999999999994,49.7,16.90140845070421,0,0.0012631416320800781
input/medium_0.csv,90,13.9,408.7,329.49999999999994,24.036418816388487,0,0.07984566688537598
input/medium_1.csv,90,14.1,380.0,344.2,10.400929692039515,0,0.0720360279083252
input/medium_2.csv,90,12.7,307.70000000000005,241.49999999999991,27.412008281573563,0,0.06129717826843262
input/medium_3.csv,90,14.1,380.1,317.4000000000001,19.754253308128515,0,0.06996297836303711
input/medium_4.csv,90,12.1,279.2000000000001,234.89999999999998,18.859088974031557,0,0.11450386047363281
input/medium_5.csv,90,14.9,398.5,341.6999999999999,16.622768510389275,0,0.06866788864135742
input/medium_6.csv,90,13.4,323.09999999999997,250.89999999999998,28.77640494220805,0,0.06445598602294922
input/medium_7.csv,90,12.9,325.5,260.00000000000006,25.192307692307665,0,0.06245589256286621
input/medium_8.csv,90,12.6,271.29999999999995,227.60000000000005,19.20035149384881,0,0.06417274475097656
input/medium_9.csv,90,12.6,299.0,258.7,15.577889447236187,0,0.08931708335876465
input/large_0.csv,90,14.1,917.9000000000003,706.5000000000002,29.92215145081387,0,0.9436612129211426
input/large_1.csv,90,14.6,988.1999999999999,773.8999999999995,27.69091613903612,0,1.0909929275512695
input/large_2.csv,90,13.2,736.8999999999997,599.5000000000006,22.91909924937432,0,1.024893045425415
input/large_3.csv,90,13.1,844.5000000000002,730.900000000001,15.542481871664943,0,0.9247457981109619
input/large_4.csv,90,13.5,844.2000000000003,727.0000000000006,16.121045392021955,0,1.1757287979125977
input/large_5.csv,90,13.3,795.7,635.6000000000003,25.18879798615477,0,1.6369311809539795
input/large_6.csv,90,12.9,793.7,676.3000000000003,17.35916013603426,0,0.8151271343231201
input/large_7.csv,90,12.8,867.8000000000003,681.7,27.299398562417522,0,2.016552209854126
input/large_8.csv,90,14.2,944.8999999999999,825.6999999999999,14.436235921036689,0,0.7741210460662842
input/large_9.csv,90,12.7,762.1999999999999,659.0999999999998,15.642542861477798,0,1.1135821342468262
input/xl_0.csv,90,13.7,1655.3,1371.1999999999996,20.71907817969665,0,4.761595964431763
input/xl_1.csv,90,13.2,1605.1,1412.7999999999997,13.611268403171023,0,3.5935218334198
input/xl_2.csv,90,13.0,1486.899999999999,1270.5999999999995,17.023453486541758,0,6.04804801940918
input/xl_3.csv,90,13.2,1390.2000000000003,1174.4000000000003,18.375340599455033,0,6.887344837188721
input/xl_4.csv,90,13.0,1466.9999999999995,1291.6999999999998,13.571262677092186,0,4.2594921588897705
input/xl_5.csv,90,13.1,1441.5000000000005,1255.3999999999992,14.82396049068037,0,4.80982780456543
input/xl_6.csv,90,13.4,1737.3999999999996,1521.8999999999983,14.159931664367015,0,4.880713939666748
input/xl_7.csv,90,13.8,1705.1,1417.4,20.297728234796093,0,4.936190128326416
input/xl_8.csv,90,13.0,1512.6999999999998,1243.5,21.64857257740248,0,4.720768928527832
input/xl_9.csv,90,13.2,1531.7000000000003,1309.4000000000003,16.97724148464945,0,3.8031089305877686
